row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,target,role,countCorrect,speaker,submitted,spellchecked,is.chitchat
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,the person is facing the right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE,the person is facing the right,FALSE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,with their knees bent,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE,with their knees bent,FALSE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,it looks like their hands are out facing the right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE,it looks like their hands are out facing the right,FALSE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,legs bent?,5p4sT5FWj7m7RjGiN,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE,legs bent?,FALSE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,got it i think,BdL6aJuxWJhqQCqSg,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE,NA,TRUE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,like feet flicking up?,5p4sT5FWj7m7RjGiN,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE,like feet flicking up?,FALSE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,"not feet flicking up, it looks like they have their knees bent",SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_L.png,speaker,3,SuRN8Cwpc7a6Cu2zZ,TRUE,"not feet flicking up, it looks like they have their knees bent",FALSE
tDW3kYC849oe8yrk3,0,"tB2R98a4HMuRtAvqi,2nGt9TJCATqJn9bWY",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,0,0,0,5,squatting,BdL6aJuxWJhqQCqSg,/experiment/tangram_L.png,listener,3,SuRN8Cwpc7a6Cu2zZ,TRUE,squatting,FALSE
co6Lk7BwJPtQtiDsB,1,"Ly82zCAGYwfrPpW65,9SuekEdoNEaMbJdyH",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,0,1,5,"This looks like a person balancing on one leg, with one leg sticking up",SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_I.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,"This looks like a person balancing on one leg, with one leg sticking up",FALSE
co6Lk7BwJPtQtiDsB,1,"Ly82zCAGYwfrPpW65,9SuekEdoNEaMbJdyH",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,0,1,5,They're facing left with two hands out towards the left,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_I.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,They're facing left with two hands out towards the left,FALSE
co6Lk7BwJPtQtiDsB,1,"Ly82zCAGYwfrPpW65,9SuekEdoNEaMbJdyH",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,1,0,1,5,looks like a figure skater,BdL6aJuxWJhqQCqSg,/experiment/tangram_I.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,looks like a figure skater,FALSE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,This person looks like a diagonal,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_C.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,This person looks like a diagonal,FALSE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,arms in the air?,BdL6aJuxWJhqQCqSg,/experiment/tangram_C.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,arms in the air?,FALSE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,they have both arms out,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_C.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,they have both arms out,FALSE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,in the air yes,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_C.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,in the air yes,FALSE
xm5jSyzW2pt6YKM8i,2,"W9b9it6daYJN958qJ,bWh84hcyGymXLPzSk",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,2,0,2,5,you can't see their legs,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_C.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,you can't see their legs,FALSE
38dWhMZNuruh7WHXK,3,"DP3oGq6YN2N9FmdmW,6FQsKPEC7RArEyaFo",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,3,0,3,5,This person's body is straight with their head tilted back,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_A.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,This person's body is straight with their head tilted back,FALSE
38dWhMZNuruh7WHXK,3,"DP3oGq6YN2N9FmdmW,6FQsKPEC7RArEyaFo",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,3,0,3,5,one leg is down and one leg is up,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_A.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,one leg is down and one leg is up,FALSE
38dWhMZNuruh7WHXK,3,"DP3oGq6YN2N9FmdmW,6FQsKPEC7RArEyaFo",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,3,0,3,5,their legs and arms are facing left,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_A.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,their legs and arms are facing left,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,This looks like someone kneeling straight,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_K.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,This looks like someone kneeling straight,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,facing right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_K.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,facing right,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,with arms out also facing right,SuRN8Cwpc7a6Cu2zZ,/experiment/tangram_K.png,speaker,4,SuRN8Cwpc7a6Cu2zZ,TRUE,with arms out also facing right,FALSE
HxFdyWWCSfRofC9TY,4,"JizuoWqGDy6JvtHxJ,6rczRMAg3DNqP3G4P",55uXKbqaShw7M2wCX,2021-07-22T22:32:55Z,4,0,4,5,same as round 1?,BdL6aJuxWJhqQCqSg,/experiment/tangram_K.png,listener,4,SuRN8Cwpc7a6Cu2zZ,TRUE,same as round 1?,FALSE
