row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,playerId,spellchecked,is.chitchat,target,role,countCorrect,speaker,submitted
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,Hello?,SNKZcpXznSxMQbtXL,Hello?,TRUE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,Hi,xzEFcLxSaz7ZmqRw6,Hi,TRUE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,"the picture looks like someone kneeling down on the floor and holding their hands out in front of them, feet sticking up behind them, elbows sticking out slightly behind their back",Q5Bs5Daz3vBi66sSW,"the picture looks like someone kneeling down on the floor and holding their hands out in front of them, feet sticking up behind them, elbows sticking out slightly behind their back",FALSE,/experiment/tangram_K.png,speaker,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,which way is the square on their head?,XBjhcfLtesgASpEW2,which way is the square on their head?,FALSE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,is it a diamond?,XBjhcfLtesgASpEW2,is it a diamond?,FALSE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,yes,xzEFcLxSaz7ZmqRw6,yes,TRUE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,yeah like a diamond,Q5Bs5Daz3vBi66sSW,yeah like a diamond,FALSE,/experiment/tangram_K.png,speaker,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,"Got it, thanks.",XBjhcfLtesgASpEW2,"Got it, thanks.",TRUE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,good description,xzEFcLxSaz7ZmqRw6,good description,TRUE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,thanks,Q5Bs5Daz3vBi66sSW,thanks,TRUE,/experiment/tangram_K.png,speaker,5,Q5Bs5Daz3vBi66sSW,TRUE
yviL4hY7Xjjf65rE4,0,"WRGN3spfLG66z9wpJ,kXrELiuiofvP43iyi",zviCQXNM4xWoYTmoY,2022-03-31T18:51:12Z,0,0,0,6,you've got the hardest job :),xzEFcLxSaz7ZmqRw6,you've got the hardest job :),TRUE,/experiment/tangram_K.png,listener,5,Q5Bs5Daz3vBi66sSW,TRUE
