_id,index,stageIds,gameId,createdAt,data.target,data.targetNum,data.repNum,data.trialNum,data.numPlayers,data.chat,data.countCorrect,data.speaker,data.submitted,data.player_KoWnWfwfFfHpBEqxf_response,data.player_KoWnWfwfFfHpBEqxf_correct,data.player_KoWnWfwfFfHpBEqxf_time,data.player_ZZ2uFm5b7CT93ysvK_response,data.player_ZZ2uFm5b7CT93ysvK_correct,data.player_ZZ2uFm5b7CT93ysvK_time,data.player_GxEQ2BLzxfs4Cqyy7_response,data.player_GxEQ2BLzxfs4Cqyy7_correct,data.player_GxEQ2BLzxfs4Cqyy7_time,data.player_rmoEFT2XgGTnZhYpW_response,data.player_rmoEFT2XgGTnZhYpW_correct,data.player_rmoEFT2XgGTnZhYpW_time,data.player_5Gzn93BmdSuETb3Mp_response,data.player_5Gzn93BmdSuETb3Mp_correct,data.player_5Gzn93BmdSuETb3Mp_time,data.player_GhSwhtB4khdc4eAnc_response,data.player_GhSwhtB4khdc4eAnc_correct,data.player_GhSwhtB4khdc4eAnc_time,data.player_MowFo8goxY3jaDFQD_response,data.player_MowFo8goxY3jaDFQD_correct,data.player_MowFo8goxY3jaDFQD_time,data.player_R4cH2Wvnq7Hup22hE_response,data.player_R4cH2Wvnq7Hup22hE_correct,data.player_R4cH2Wvnq7Hup22hE_time,data.player_3xbue5SXsZhMFcoXD_response,data.player_3xbue5SXsZhMFcoXD_correct,data.player_3xbue5SXsZhMFcoXD_time,data.player_Fwpuw5PorJiL2CQq2_response,data.player_Fwpuw5PorJiL2CQq2_correct,data.player_Fwpuw5PorJiL2CQq2_time,data.player_MyYcSeQuKzZXPgcps_response,data.player_MyYcSeQuKzZXPgcps_correct,data.player_MyYcSeQuKzZXPgcps_time,data.player_qQkeWn5pRw2Tnh2qW_response,data.player_qQkeWn5pRw2Tnh2qW_correct,data.player_qQkeWn5pRw2Tnh2qW_time,data.player_3HnY6cEiKRnaoCzuW_response,data.player_3HnY6cEiKRnaoCzuW_correct,data.player_3HnY6cEiKRnaoCzuW_time,data.player_BZR8ycLX8WhmqH72E_response,data.player_BZR8ycLX8WhmqH72E_correct,data.player_BZR8ycLX8WhmqH72E_time,data.player_LwwqwHtfDjbas9Tdh_response,data.player_LwwqwHtfDjbas9Tdh_correct,data.player_LwwqwHtfDjbas9Tdh_time,data.player_uvhyttbZHh9TDNmvo_response,data.player_uvhyttbZHh9TDNmvo_correct,data.player_uvhyttbZHh9TDNmvo_time,data.player_fJ5SPaT8HAEdyFqFi_response,data.player_fJ5SPaT8HAEdyFqFi_correct,data.player_fJ5SPaT8HAEdyFqFi_time,data.player_n2TFijxL2YKrrbvs2_response,data.player_n2TFijxL2YKrrbvs2_correct,data.player_n2TFijxL2YKrrbvs2_time,data.player_HsaRPYbfJeycoTian_response,data.player_HsaRPYbfJeycoTian_correct,data.player_HsaRPYbfJeycoTian_time,data.player_fZhQqjRbuauuDGkYA_response,data.player_fZhQqjRbuauuDGkYA_correct,data.player_fZhQqjRbuauuDGkYA_time,data.player_5ce5qcb55STKFDRba_response,data.player_5ce5qcb55STKFDRba_correct,data.player_5ce5qcb55STKFDRba_time,data.player_EkSyo876Mn7vCJxtd_response,data.player_EkSyo876Mn7vCJxtd_correct,data.player_EkSyo876Mn7vCJxtd_time
tie2nRqr9Zg8K7BPe,13,"eua88SR9ESYnZdeji,u3P4QwvE2LreYYsqE",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_K.png,1,1,13,4,"{""text"":""I hope i'm not the speaker the whole time"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""I think you are haha"",""playerId"":""5Gzn93BmdSuETb3Mp"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""Person holding bowl, kneeling, feet behind"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""helpful..."",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""lol"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""tumor on neck?"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""not the one with the clean line"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_K.png,true,64148,/experiment/tangram_K.png,true,69449,false,false,false,/experiment/tangram_K.png,true,91498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5W9y7u7wSyaaNhMBH,14,"kPGnhv6NdgFP7mGCj,3GqFb4T8M66okaupY",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_F.png,2,1,14,4,"{""text"":""schnell!"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_F.png"",""role"":""listener""},{""text"":""Sitting down back to wall knees bent, feet on incline"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_F.png,true,50618,/experiment/tangram_F.png,true,51896,false,false,false,/experiment/tangram_F.png,true,49678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rr3QeE456W8mNcWB2,15,"6NTtM4a9bqzbu5RRd,hnFmx6B2sGjbbxqSu",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_I.png,3,1,15,4,"{""text"":""Iceskating"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_I.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_I.png,true,11177,/experiment/tangram_I.png,true,8709,false,false,false,/experiment/tangram_I.png,true,11982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fAAP9s3iwTi84Ft7S,16,"mRrx7Mdg3GKGmABSh,NRjyXzsoeLafTn9dG",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_B.png,4,1,16,4,"{""text"":""Person with separate triangle at back of neck"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""sitting down, feet visible on left hand side"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_B.png,true,35090,/experiment/tangram_E.png,false,45451,false,false,false,/experiment/tangram_B.png,true,52315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DgiLCjhSNJqHgBCJk,17,"9ac3PHrRhz6FT2h2o,p3jQMj7Q2hgjMv9cN",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_E.png,5,1,17,4,"{""text"":""Person with rabbit ears sitting down"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_E.png,true,17067,/experiment/tangram_E.png,true,11016,false,false,false,/experiment/tangram_E.png,true,12662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNJHLxfBn9Ez7sbzf,18,"cbgxko8nL6pAcgLST,j72qwi6Ydj6XGu7wi",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_D.png,6,1,18,4,"{""text"":""Person standing straight Holding plate, long robe, pointing left"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""makes me think of Yoda"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""lol"",""playerId"":""5Gzn93BmdSuETb3Mp"",""target"":""/experiment/tangram_D.png"",""role"":""listener""}",1,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_D.png,true,43726,/experiment/tangram_J.png,false,57116,false,false,false,/experiment/tangram_L.png,false,54162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTZRmyaWRvkwRg37v,19,"KhnFEZR2xomWxkbdg,wKSHxGNiMLg73bKWz",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_C.png,7,1,19,4,"{""text"":""Person both arms outstretched, diaganol body"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""I thought was like Kate Winslet"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_C.png,true,34697,/experiment/tangram_C.png,true,40717,false,false,false,/experiment/tangram_C.png,true,35523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h3aCjDhhL6iJhwiC4,20,"5J58MA5coNbGqWxci,iXqoo8tpdax2sz26o",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_H.png,8,1,20,4,"{""text"":""Like a big blob, sitting down"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""no feet visible"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""the one that looks like it's sitting away from us?"",""playerId"":""5Gzn93BmdSuETb3Mp"",""target"":""/experiment/tangram_H.png"",""role"":""listener""},{""text"":""yes"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_H.png,true,57902,/experiment/tangram_H.png,true,26572,false,false,false,/experiment/tangram_H.png,true,27534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xabxvmiTQ6mu5bmqw,21,"oTtfgQz29K3beN3Dy,ZkZ6GCx2SHTs9FrYJ",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_G.png,9,1,21,4,"{""text"":""The one that looks like an X (or K) shape with bottom left part thicker"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_G.png,true,40600,/experiment/tangram_B.png,false,68218,false,false,false,/experiment/tangram_G.png,true,39811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QmHRHutssy6g2FxyQ,22,"ZqSzWnD8QG4L97XAD,3P6gw9LeHuR9fCnoN",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_L.png,10,1,22,4,"{""text"":""Person kneeling, holding plate out to the right, sideways M shapeno feet visit,"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_L.png"",""role"":""speaker""},{""text"":""(no feet visible)"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_L.png"",""role"":""speaker""}",1,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_L.png,true,58216,/experiment/tangram_K.png,false,82708,false,false,false,/experiment/tangram_D.png,false,86509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGFSD3QmAWA5wuCrj,23,"eA8jiq3fem6G3dBxL,rNKuYhxQkjneyYRJG",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_J.png,11,1,23,4,"{""text"":""Short person, like half a square with jagged edge on right"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_J.png"",""role"":""speaker""},{""text"":""(and head in the middle)"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_J.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_J.png,true,46464,/experiment/tangram_B.png,false,57929,false,false,false,/experiment/tangram_J.png,true,63689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eJwSddxTnXL66Srgb,24,"S7hYphXWMTGDFHqig,spe4WbLjkMCdEFgGY",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_A.png,0,2,24,4,"{""text"":""Person dancing with left leg down, right leg up"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""looking at you, not sideways"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_A.png,true,23665,/experiment/tangram_A.png,true,37828,false,false,false,/experiment/tangram_A.png,true,21903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q6fPZqS8tHkXcbnMm,25,"GQvdj6XEu2dQgwiqs,9gW5M5CWYcvXYTsyP",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_L.png,1,2,25,4,"{""text"":""Person with bowl looking to the right, kneeling, no feet visible, bottom half has  sideways M shape"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_L.png"",""role"":""speaker""},{""text"":""shoulders back"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_L.png"",""role"":""speaker""},{""text"":""we did it like 3 shapes ago"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_L.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_L.png,true,48253,/experiment/tangram_G.png,false,72655,false,false,false,/experiment/tangram_L.png,true,84284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yXfZfk5cXusxMbCZX,26,"zGaPHQnyYogcyDsdu,5Xyp2Nvt4txcTQa4T",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_D.png,2,2,26,4,"{""text"":""The one I thought was like Yoda pointing to the left"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""(or holding a plate)"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_D.png,true,24396,/experiment/tangram_D.png,true,38611,false,false,false,/experiment/tangram_D.png,true,35054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xGJgWZkvFCf5NFA4S,27,"GZ3AxEpBt5zoDYjYZ,WZGcwoLm3fakRThsx",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_J.png,3,2,27,4,"{""text"":""Similar to previous Yoda image but pointing to the right"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_J.png"",""role"":""speaker""},{""text"":""aka Square with jagged edge, head in the middle"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_J.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_J.png,true,65600,/experiment/tangram_J.png,true,32035,false,false,false,/experiment/tangram_L.png,false,34926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD86ECsm57pdq845M,28,"vbh82mCEE6f6aLeSD,nrc7AnQS2KMAswbkd",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_G.png,4,2,28,4,"{""text"":""Looks like an X or K shape, bottom left very wide, bottom right is a small triange"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_G.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_G.png,true,46212,/experiment/tangram_G.png,true,49461,false,false,false,/experiment/tangram_G.png,true,48722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hQSEYewQpsw6GJgYH,29,"Rf3WEZoLFiGQ3EeYE,taZBqpwNkZbpF4GMD",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_B.png,5,2,29,4,"{""text"":""Kneeling, feet visible on left, left arm stretched out, right arm like separate triangle"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""aka triangle at back of neck (on the right)"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",1,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_K.png,false,80231,/experiment/tangram_F.png,false,105365,false,false,false,/experiment/tangram_B.png,true,99433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdSG7TTCnvGnLTkz3,30,"oZP95rEmzz6BR8kqZ,nnxWQPmMrYpYBBiaS",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_H.png,6,2,30,4,"{""text"":""much longer than expected lol"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_H.png"",""role"":""listener""},{""text"":""halfway through and like 45 mins in"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_H.png"",""role"":""listener""},{""text"":""Like a blob, no feet visible, back to us"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""oh boy...."",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""oh no you're right (face palm)"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_H.png"",""role"":""speaker""},{""text"":""eh its ten bucks"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_H.png"",""role"":""listener""},{""text"":""gone too far now"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_H.png"",""role"":""listener""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_H.png,true,27672,/experiment/tangram_H.png,true,68133,false,false,false,/experiment/tangram_H.png,true,24231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ztgu8mCAH7Prq8zLo,31,"jhpN5DhTCfHjedPy6,Fmjj5A666pJN4drSz",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_F.png,7,2,31,4,"{""text"":""Sitting down back to wall (wall is r-h side), knees in air, feet on incline, heels visible"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_F.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_F.png,true,44531,/experiment/tangram_F.png,true,47014,false,false,false,/experiment/tangram_F.png,true,47926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTYbR6WEW2Dq5KMAx,32,"ApnPqjXe7gBLBr7Yg,9iDAtDEp2JXwdxH2k",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_C.png,8,2,32,4,"{""text"":""I like to think of the previous one as the \""Pensive Person\"""",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""This one for now is the \""Kate Winslet\"""",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""which one was that?"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_C.png"",""role"":""listener""},{""text"":""both arms outstretched, body diagonal, no legs visible"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_C.png,true,31950,/experiment/tangram_C.png,true,40328,false,false,false,/experiment/tangram_C.png,true,60219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nXjJWSgfsf97nKeJH,33,"MZiXhqRG9b7ivtEcx,8WMzKHteA9KBWYsNG",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_K.png,9,2,33,4,"{""text"":""i hope we have enough time"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""it's only supposed to take 40 mins"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""pick up the pace"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""only 56 mins left to finish"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""so we gotta be quicker"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""i'm trying people!"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""honestly feel bad for laju"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""ik ik"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""Thanks Hera"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""has to type while we effortlessly click away"",""playerId"":""R4cH2Wvnq7Hup22hE"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""appreciated"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""lol me too, you're doing well"",""playerId"":""5Gzn93BmdSuETb3Mp"",""target"":""/experiment/tangram_K.png"",""role"":""listener""},{""text"":""Woman facing right, kneeling with bowl, small tumour on back of neck/shoulders back"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""knees on floor, feet visible"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_K.png,true,112286,/experiment/tangram_K.png,true,135395,false,false,false,/experiment/tangram_C.png,false,62324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xjT3Dm9va5MJjHfmS,34,"aYaXnGyh32BH83GPu,F6R49Y8oAfy2kaQsX",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_E.png,10,2,34,4,"{""text"":""i think of previous as rice lady with bad neck"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""},{""text"":""this one has bunny ears"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_E.png,true,23226,/experiment/tangram_E.png,true,20615,false,false,false,/experiment/tangram_E.png,true,22479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEjsDKBPLmvAYYgz7,35,"6dqoPZpYKJ9pL2wxt,kaCn98sJtjCc98K7s",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_I.png,11,2,35,4,"{""text"":""iceskating, wearing skirt,"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_I.png"",""role"":""speaker""}",2,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_I.png,true,19688,/experiment/tangram_I.png,true,17895,false,false,false,/experiment/tangram_G.png,false,29124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xhdsPZxgyQSzGmTpc,36,"K5SbmRt7EbegvAqmA,8nFzEGySyDL4nXcss",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_B.png,0,3,36,4,"{""text"":""the one who put the iceskating as wrong, that's the image i cvall the K / X shape"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""This one is person with arms outstretched, kneeling,"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""feet visible at back,"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""come on...."",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""50 mins"",""playerId"":""GhSwhtB4khdc4eAnc"",""target"":""/experiment/tangram_B.png"",""role"":""listener""}",1,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_K.png,false,93319,/experiment/tangram_I.png,false,28765,false,false,false,/experiment/tangram_B.png,true,80592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5J3f7w3byaTza2GGp,37,"Yoa8D9Z2q3fxjHP9f,ZQ6Hsijvzfr8cuX2H",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_K.png,1,3,37,4,"{""text"":""This is the one I called rice lady with bad neck"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""},{""text"":""tumour on neck is part of the sillhouette"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_K.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_K.png,true,16330,/experiment/tangram_K.png,true,15664,false,false,false,/experiment/tangram_K.png,true,38143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRtMBa4sGbwHHrCmR,38,"QHrgLMdnxr5pc8DzH,dQuaNmQQipgL6ZuLB",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_E.png,2,3,38,4,"{""text"":""bunny ears"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_E.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_E.png,true,13187,/experiment/tangram_E.png,true,9314,false,false,false,/experiment/tangram_E.png,true,11423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xNw74B6k9wiKKPDXP,39,"a6aHnbrdRtefSXo6f,mqNQwH22h7bTL6gCt",ZodwLMtvhTsYqxRq7,2021-04-14T17:16:43Z,/experiment/tangram_C.png,3,3,39,4,"{""text"":""Kate winslet"",""playerId"":""MowFo8goxY3jaDFQD"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",3,MowFo8goxY3jaDFQD,true,,,,,,,,,,,,,/experiment/tangram_C.png,true,11963,/experiment/tangram_C.png,true,8342,false,false,false,/experiment/tangram_C.png,true,7146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
